line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
2220;gjk;Kachi Koli;Kachi Koli language;regular;inc-wes;Western Indo-Aryan;;;;;;
2221;gjm;Gunditjmara;Gunditjmara language;regular;aus-pam;Pama-Nyungan;;;;;;
2222;gjn;Gonja;Gonja language;regular;alv-gng;Guang;;;;Latn;;
2223;gju;Gojri;Gojri language;regular;inc-wes;Western Indo-Aryan;;autodetect;;ur-Arab,Deva,Takr;;
2224;gka;Guya;Guya language;regular;ngf-fin;Finisterre;;;;Latn;;
2225;gkd;Magɨ;Magɨ language;regular;ngf-mad;Madang;;;;Latn;;
2226;gke;Ndai;Ndai language;regular;alv-mbm;Mbum;;;;;;
2227;gkn;Gokana;Gokana language;regular;nic-ogo;Ogoni;;;;Latn;;
2228;gko;Kok-Nar;Kok-Nar language;regular;aus-pmn;Paman;;;;Latn;;
2229;gkp;Guinea Kpelle;Guinea Kpelle language;regular;dmn-msw;Southwestern Mande;;;;;;
2230;gl;Galician;Galician language;regular;roa-ibe;West Iberian;sortkey;;;Latn;;standard characters
2231;glc;Bon Gula;Bon Gula language;regular;alv-bua;Bua;;;;;;
2232;gld;Nanai;Nanai language;regular;tuw;Tungusic;sortkey;autodetect;;Cyrl;Goldi,Hezhen;
2233;glh;Northwest Pashayi;Northwest Pashayi language;regular;inc-dar;Dardic;;;;;;
2234;glj;Kulaal;Kulaal language;regular;alv-bua;Bua;;;;;;
2235;glk;Gilaki;Gilaki language;regular;ira-csp;Caspian;;;;fa-Arab;;
2236;glo;Galambu;Galambu language;regular;cdc-wst;West Chadic;;;;Latn;;
2237;glr;Glaro-Twabo;Glaro-Twabo language;regular;kro-wee;Wee;;;;;;
2238;glu;Gula;Gula language;regular;csu-bgr;Bagirmi;;;;;;
2239;glw;Glavda;Glavda language;regular;cdc-cbm;Central Chadic;;;;Latn;;
2240;gly;Gule;Gule language;regular;ssa-kom;Koman;;;;;;
2241;gma;Gambera;Gambera language;regular;aus-wor;Worrorran;;;;;;
2242;gmb;Gula'alaa;Gula'alaa language;regular;poz-sls;Southeast Solomonic;;;;Latn;;
2243;gmd;Mághdì;Mághdì language;regular;alv-bwj;Bikwin-Jen;;;;;;
2244;gme-cgo;Crimean Gothic;Crimean Gothic language;regular;gme;East Germanic;;;exceptional;Latn;;
2245;gmg;Magiyi;Magiyi language;regular;ngf-mad;Madang;;;;Latn;;
2246;gmh;Middle High German;Middle High German language;regular;gmw;West Germanic;;autodetect;;Latn;;
2247;gml;Middle Low German;Middle Low German language;regular;gmw;West Germanic;;autodetect;;Latn;;
2248;gmm;Gbaya-Mbodomo;Gbaya-Mbodomo language;regular;alv-gbf;Eastern Gbaya;;;;Latn;;
2249;gmn;Gimnime;Gimnime language;regular;alv-dur;Duru;;;;;;
2250;gmq-gut;Gutnish;Gutnish language;regular;gmq;North Germanic;;;exceptional;Latn;;
2251;gmq-jmk;Jamtish;Jamtish language;regular;gmq;North Germanic;;;exceptional;Latn;;
2252;gmq-mno;Middle Norwegian;Middle Norwegian language;regular;gmq;North Germanic;;;exceptional;Latn;;
2253;gmq-oda;Old Danish;Old Danish language;regular;gmq;North Germanic;;autodetect;exceptional;Latn;;
2254;gmq-ogt;Old Gutnish;Old Gutnish language;regular;gmq;North Germanic;;;exceptional;Latn;;
2255;gmq-osw;Old Swedish;Old Swedish language;regular;gmq;North Germanic;;autodetect;exceptional;Latn;;
2256;gmq-pro;Proto-Norse;Proto-Norse language;regular;gmq;North Germanic;;;exceptional;Runr;;
2257;gmq-scy;Scanian;Scanian language;regular;gmq;North Germanic;;;exceptional;Latn;;
2258;gmu;Gumalu;Gumalu language;regular;ngf-mad;Madang;;;;;;
2259;gmv;Gamo;Gamo language;regular;omv-nom;North Ometo;;;;Latn,Ethi;;
2260;gmw-bgh;Bergish;Bergish language;regular;gmw;West Germanic;;;exceptional;Latn;;
2261;gmw-cfr;Central Franconian;Central Franconian language;regular;gmw;West Germanic;;;exceptional;Latn;;
2262;gmw-ecg;East Central German;East Central German language;regular;gmw;West Germanic;;;exceptional;Latn;;
2263;gmw-fin;Fingallian;Fingallian language;regular;gmw;West Germanic;;;exceptional;Latn;;
2264;gmw-gts;Gottscheerish;Gottscheerish language;regular;gmw;West Germanic;;;exceptional;Latn;;
2265;gmw-jdt;Jersey Dutch;Jersey Dutch language;regular;gmw;West Germanic;;;exceptional;Latn;;
2266;gmw-pro;Proto-West Germanic;Proto-West Germanic language;reconstructed;gmw;West Germanic;sortkey;;exceptional;Latnx;;
2267;gmw-rfr;Rhine Franconian;Rhine Franconian language;regular;gmw;West Germanic;;;exceptional;Latn;;
2268;gmw-stm;Sathmar Swabian;Sathmar Swabian language;regular;gmw;West Germanic;;;exceptional;Latn;;
2269;gmw-tsx;Transylvanian Saxon;Transylvanian Saxon language;regular;gmw;West Germanic;;;exceptional;Latn;;
2270;gmw-vog;Volga German;Volga German language;regular;gmw;West Germanic;;;exceptional;Latn;;
2271;gmw-zps;Zipser German;Zipser German language;regular;gmw;West Germanic;;;exceptional;Latn;;
2272;gmx;Magoma;Magoma language;regular;bnt-bki;Bena-Kinga;;;;;;
2273;gmy;Mycenaean Greek;Mycenaean Greek language;regular;grk;Hellenic;;;;Linb;;
2274;gmz;Mgbo;Mgbo language;regular;alv-igb;Igboid;;;;;Mgbolizhia;
2275;gn;Guaraní;Guaraní language;regular;tup-gua;Tupi-Guarani;;;;Latn;;
2276;gn-cls;Classical Guaraní;Classical Guaraní language;regular;tup-gua;Tupi-Guarani;;;exceptional;Latn;;
2277;gna;Kaansa;Kaansa language;regular;nic-gur;Gur;;;;;;
2278;gnb;Gangte;Gangte language;regular;tbq-kuk;Kukish;;;;;;
2279;gnc;Guanche;Guanche language;regular;ber;Berber;;;;;;
2280;gnd;Zulgo-Gemzek;Zulgo-Gemzek language;regular;cdc-cbm;Central Chadic;;;;Latn;Zulgo,Gemzek,Mineo;
2281;gne;Ganang;Ganang language;regular;nic-plc;Central Plateau;;;;;;
2282;gng;Ngangam;Ngangam language;regular;nic-grm;Gurma;;;;;;
2283;gnh;Lere;Lere language;regular;nic-jer;Jera;;;;;;
2284;gni;Gooniyandi;Gooniyandi language;regular;aus-bub;Bunuban;;;;Latn;;
2285;gnj;Ngen;Ngen language;regular;dmn-nbe;Nwa-Beng;;;;Latn;Ngen of Djonkro;
2286;gnk;ǁGana;ǁGana language;regular;khi-kal;Kalahari Khoe;;;;;;
2287;gnl;Gangulu;Gangulu language;regular;aus-pam;Pama-Nyungan;;;;;;
2288;gnm;Ginuman;Ginuman language;regular;ngf;Trans-New Guinea;;;;;;
2289;gnn;Gumatj;Gumatj language;regular;aus-yol;Yolngu;;;;Latn;;
2290;gnq;Gana;Gana language;regular;poz-san;Sabahan;;;;;;
2291;gnr;Gureng Gureng;Gureng Gureng language;regular;aus-pam;Pama-Nyungan;;;;;;
2292;gnt;Guntai;Guntai language;regular;paa;Papuan;;;;;;
2293;gnu;Gnau;Gnau language;regular;qfa-tor;Torricelli;;;;;;
2294;gnw;Western Bolivian Guaraní;Western Bolivian Guaraní language;regular;tup-gua;Tupi-Guarani;;;;Latn;Simba,Simba Guarani;
2295;gnz;Ganzi;Ganzi language;regular;nic-nkb;Baka;;;;Latn;;
2296;goa;Guro;Guro language;regular;dmn-mda;Mano-Dan;;;;Latn;;
2297;gob;Playero;Playero language;regular;sai-guh;Guahiban;;;;;;
2298;goc;Gorakor;Gorakor language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2299;god;Godié;Godié language;regular;kro-bet;Bété;;;;;;
2300;goe;Gongduk;Gongduk language;regular;sit;Sino-Tibetan;;;;;;
2301;gof;Gofa;Gofa language;regular;omv-nom;North Ometo;;;;Latn,Ethi;;
2302;gog;Gogo;Gogo language;regular;bnt-ruv;Ruvu;;;;Latn;;
2303;goh;Old High German;Old High German language;regular;gmw;West Germanic;;autodetect;;Latn,Runr;;
2304;goi;Gobasi;Gobasi language;regular;ngf;Trans-New Guinea;;;;Latn;Gobosi,Gebusi,Bibo,Nomad;
2305;goj;Gowlan;Gowlan language;regular;inc-sou;Southern Indo-Aryan;;;;;;
2306;gol;Gola;Gola language;regular;alv;Atlantic-Congo;;;;;;
2307;gon;Gondi;Gondi language;regular;dra;Dravidian;;;;Telu,Gonm,Gong;Southern Gondi,Northern Gondi,Aheri Gondi,Adilabad Gondi,Dorla Gondi,Koya Gondi,Maria Gondi,Muria Gondi,Raj Gondi;
2308;goo;Gone Dau;Gone Dau language;regular;poz-occ;Central-Eastern Oceanic;;;;Latn;;
2309;gop;Yeretuar;Yeretuar language;regular;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
2310;goq;Gorap;Gorap language;regular;crp;creole or pidgin;;;;;;
2311;gor;Gorontalo;Gorontalo language;regular;phi;Philippine;;;;Latn;;
2312;got;Gothic;Gothic language;regular;gme;East Germanic;;autodetect;;Goth,Runr,Latn;;
2313;gou;Gavar;Gavar language;regular;cdc-cbm;Central Chadic;;;;;;
2314;gov;Goo;Goo language;regular;dmn;Mande;;;;Latn;;
2315;gow;Gorowa;Gorowa language;regular;cus-sou;South Cushitic;;;;;;
2316;gox;Gobu;Gobu language;regular;bad-cnt;Central Banda;;;;;;
2317;goy;Goundo;Goundo language;regular;alv-kim;Kim;;;;;;
2318;goz;Gozarkhani;Gozarkhani language;regular;xme-ttc;Tatic;;;;;;
2319;gpa;Gupa-Abawa;Gupa-Abawa language;regular;alv-ngb;Nupe-Gbagyi;;;;;;
2320;gpn;Taiap;Taiap language;regular;paa;Papuan;;;;;Tayap,Gapun;
2321;gqa;Ga'anda;Ga'anda language;regular;cdc-cbm;Central Chadic;;;;Latn;;
2322;gqi;Guiqiong;Guiqiong language;regular;sit-qia;Qiangic;;;;;;
2323;gqn;Kinikinao;Kinikinao language;regular;awd;Arawakan;;;;;Guana,Guaná,Guana (Brazil),Arawakan Guana;
2324;gqr;Gor;Gor language;regular;csu-sar;Sara;;;;;;
2325;gqu;Qau;Qau language;regular;qfa-gel;Gelao;;;;;Gao,Aqao,Qau Gelao;
2326;gra;Rajput Garasia;Rajput Garasia language;regular;inc-bhi;Bhil;;;;Deva,Gujr;;
2327;grb;Grebo;Grebo language;regular;kro-grb;Grebo;;;;Latn;;
2328;grc;Ancient Greek;Ancient Greek language;regular;grk;Hellenic;sortkey;autodetect;;Polyt,Cprt;;standard characters
2329;grd;Guruntum;Guruntum language;regular;cdc-wst;West Chadic;;;;Latn;;
2330;grg;Madi;Madi language;regular;ngf-fin;Finisterre;;;;Latn;;
2331;grh;Gbiri-Niragu;Gbiri-Niragu language;regular;nic-kau;Kauru;;;;Latn;;
2332;gri;Ghari;Ghari language;regular;poz-sls;Southeast Solomonic;;;;Latn;Gari,Tangarare,Sughu,West Guadalcanal;
2333;grj;Southern Grebo;Southern Grebo language;regular;kro-grb;Grebo;;;;Latn;;
2334;grk-cal;Calabrian Greek;Calabrian Greek language;regular;grk;Hellenic;;;exceptional;Latn;;
2335;grk-ita;Italiot Greek;Italiot Greek language;regular;grk;Hellenic;sortkey;autodetect;exceptional;Latn,Grek;;
2336;grk-mar;Mariupol Greek;Mariupol Greek language;regular;grk;Hellenic;sortkey;autodetect;exceptional;Cyrl,Latn,Grek;;
2337;grk-pro;Proto-Hellenic;Proto-Hellenic language;reconstructed;grk;Hellenic;sortkey;;exceptional;Latnx;;
2338;grm;Kota Marudu Talantang;Kota Marudu Talantang language;regular;poz-san;Sabahan;;;;Latn;;
2339;gro;Groma;Groma language;regular;sit-tib;Tibetic;;;;;;
2340;grq;Gorovu;Gorovu language;regular;paa;Papuan;;;;Latn;;
2341;grs;Gresi;Gresi language;regular;paa-nim;Nimboran;;;;Latn;;
2342;grt;Garo;Garo language;regular;tbq-bdg;Bodo-Garo;;;;Latn,Beng,Brai;;
2343;gru;Kistane;Kistane language;regular;sem-eth;Ethiopian Semitic;;;;Latn;Soddo,Aymälläl;
2344;grv;Central Grebo;Central Grebo language;regular;kro-grb;Grebo;;;;Latn;;
2345;grw;Gweda;Gweda language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2346;grx;Guriaso;Guriaso language;regular;paa-kwm;Kwomtari;;;;Latn;;
2347;gry;Barclayville Grebo;Barclayville Grebo language;regular;kro-grb;Grebo;;;;Latn;;
2348;grz;Guramalum;Guramalum language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2349;gse;Ghanaian Sign Language;Ghanaian Sign Language;regular;sgn;sign;;;;Latn;;
2350;gsg;German Sign Language;German Sign Language;regular;sgn-gsl;German Sign Languages;;;;Sgnw;;
2351;gsl;Gusilay;Gusilay language;regular;alv-jol;Jola;;;;Latn;;
2352;gsm;Guatemalan Sign Language;Guatemalan Sign Language;regular;sgn;sign;;;;Latn;;
2353;gsn;Gusan;Gusan language;regular;ngf-fin;Finisterre;;;;Latn;;
2354;gso;Southwest Gbaya;Southwest Gbaya language;regular;alv-gbs;Southern Gbaya;;;;Latn;;
2355;gsp;Wasembo;Wasembo language;regular;ngf-mad;Madang;;;;Latn;;
2356;gss;Greek Sign Language;Greek Sign Language;regular;sgn;sign;;;;;;
2357;gsw;Alemannic German;Alemannic German language;regular;gmw;West Germanic;;;;Latn;;
2358;gta;Guató;Guató language;regular;qfa-iso;isolate;;;;Latn;;
2359;gtu;Aghu Tharrnggala;Aghu Tharrnggala language;regular;aus-pmn;Paman;;;;Latn;;
2360;gu;Gujarati;Gujarati language;regular;inc-wes;Western Indo-Aryan;;autodetect;;Arab,Gujr;;
2361;gua;Shiki;Shiki language;regular;nic-jrn;Jarawan;;;;Latn;;
2362;gub;Guajajára;Guajajára language;regular;tup-gua;Tupi-Guarani;;;;Latn;;
2363;guc;Wayuu;Wayuu language;regular;awd-taa;Ta-Arawakan;;;;Latn;;
2364;gud;Yocoboué Dida;Yocoboué Dida language;regular;kro-did;Dida;;;;Latn;;
2365;gue;Gurindji;Gurindji language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
2366;guf;Gupapuyngu;Gupapuyngu language;regular;aus-yol;Yolngu;;;;Latn;;
2367;gug;Paraguayan Guaraní;Paraguayan Guaraní language;regular;tup-gua;Tupi-Guarani;;;;Latn;Jopará,Yopará;
2368;guh;Guahibo;Guahibo language;regular;sai-guh;Guahiban;;;;Latn;;
2369;gui;Eastern Bolivian Guaraní;Eastern Bolivian Guaraní language;regular;tup-gua;Tupi-Guarani;;;;Latn;Ava Guaraní,Chiriguanos;
2370;guk;Gumuz;Gumuz language;regular;ssa;Nilo-Saharan;;;;Latn,Ethi;;
2371;gul;Gullah;Gullah language;regular;crp;creole or pidgin;;;;Latn;Geechee,Sea Island Creole English;
2372;gum;Guambiano;Guambiano language;regular;sai-bar;Barbacoan;;;;Latn;;
2373;gun;Mbyá Guaraní;Mbyá Guaraní language;regular;tup-gua;Tupi-Guarani;;;;Latn;Mbyá,Mbya,Mbyhá,Mbiá,Mbua,Mbüá,Mbü'a,Mbü'a Guaraní,Jeguaká Tenondé,Bwihá,Caiua,Kaiwá,Kayová,Cahygua,Caingua;
2374;guo;Guayabero;Guayabero language;regular;sai-guh;Guahiban;;;;Latn;;
2375;gup;Gunwinggu;Gunwinggu language;regular;aus-gun;Gunwinyguan;;;;Latn;Bininj Gunwok,Bininj Gun-Wok,Bininj Kunwok,Bininj Kun-Wok,Kunwinjkuan,Kunwinjku,Gunwinjgu,Kuninjku,Kundjeyhmi,Gundjeihmi,Manyallaluk Mayali,Mayali,Kundedjnjenghmi,Kune Dulerayek,Kune Narayek,Kune;
2376;guq;Aché;Aché language;regular;tup;Tupian;;;;Latn;Guayaki;
2377;gur;Farefare;Farefare language;regular;nic-mre;Moré;;;;Latn;Frafra,Gurene,Gurenɛ,Gurenne,Gudenne,Gudeni,Zuadeni,Nankani,Naani,Nankanse,Ninkare,Booni;
2378;gus;Guinean Sign Language;Guinean Sign Language;regular;sgn;sign;;;;Latn;;
2379;gut;Maléku Jaíka;Maléku Jaíka language;regular;cba;Chibchan;;;;Latn;;
2380;guu;Yanomamö;Yanomamö language;regular;sai-ynm;Yanomami;;;;Latn;;
2381;guv;Gey;Gey language;regular;alv-sav;Savanna;;;;Latn;;
2382;guw;Gun;Gun language;regular;alv-gbe;Gbe;;autodetect;;Latn;Gun-Gbe,Gungbe;
2383;gux;Gourmanchéma;Gourmanchéma language;regular;nic-grm;Gurma;;;;Latn;;
2384;guz;Gusii;Gusii language;regular;bnt-lok;Logooli-Kuria;;;;Latn;;
2385;gv;Manx;Manx language;regular;cel-gae;Goidelic;sortkey;;;Latn;;standard characters
2386;gva;Kaskihá;Kaskihá language;regular;sai-mas;Mascoian;;;;Latn;Guana,Guaná,Guana (Paraguay),Mascoian Guana;
2387;gvc;Guanano;Guanano language;regular;sai-tuc;Tucanoan;;;;Latn;;
2388;gve;Duwet;Duwet language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2389;gvf;Golin;Golin language;regular;ngf;Trans-New Guinea;;;;Latn;;
2390;gvj;Guajá;Guajá language;regular;tup;Tupian;;;;Latn;Awá,Ayaya,Guaxare,Wazaizara;
2391;gvl;Gulay;Gulay language;regular;csu-sar;Sara;;;;Latn;;
2392;gvm;Gurmana;Gurmana language;regular;nic-shi;Shiroro;;;;Latn;;
2393;gvn;Kuku-Yalanji;Kuku-Yalanji language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
2394;gvo;Gavião do Jiparaná;Gavião do Jiparaná language;regular;tup;Tupian;;;;Latn;Gavião of Jiparaná,Digüt,Ikolen,Gavião do Rondônia,Zoró;
2395;gvp;Pará Gavião;Pará Gavião language;regular;sai-nje;Northern Jê;;;;Latn;;
2396;gvr;Western Gurung;Western Gurung language;regular;sit-tam;Tamangic;;;;Deva;;
2397;gvs;Gumawana;Gumawana language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2398;gvy;Guyani;Guyani language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
2399;gwa;Mbato;Mbato language;regular;alv-ptn;Potou-Tano;;;;Latn;;
2400;gwb;Gwa;Gwa language;regular;nic-jrn;Jarawan;;;;Latn;;
2401;gwc;Kalami;Kalami language;regular;inc-dar;Dardic;;;;Arab;;
2402;gwd;Gawwada;Gawwada language;regular;cus-eas;East Cushitic;;;;;;
2403;gwe;Gweno;Gweno language;regular;bnt-chg;Chaga;;;;Latn;;
2404;gwf;Gowro;Gowro language;regular;inc-dar;Dardic;;;;;;
2405;gwg;Moo;Moo language;regular;alv-bwj;Bikwin-Jen;;;;Latn;;
2406;gwi;Gwich'in;Gwich'in language;regular;ath-nor;North Athabaskan;;;;Latn;Gwich’in,Kutchin,Takudh,Tukudh,Loucheux;
2407;gwj;Gcwi;Gcwi language;regular;khi-kal;Kalahari Khoe;;;;Latnx;;
2408;gwm;Awngthim;Awngthim language;regular;aus-pmn;Paman;;;;Latn;;
2409;gwn;Gwandara;Gwandara language;regular;cdc-wst;West Chadic;;;;Latn;;
2410;gwr;Gwere;Gwere language;regular;bnt-nyg;Nyoro-Ganda;;;;Latn;;
2411;gwt;Gawar-Bati;Gawar-Bati language;regular;inc-dar;Dardic;;;;;;
2412;gwu;Guwamu;Guwamu language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
2413;gww;Kwini;Kwini language;regular;aus-wor;Worrorran;;;;Latn;;
2414;gwx;Gua;Gua language;regular;alv-gng;Guang;;;;Latn;;
2415;gxx;Wè Southern;Wè Southern language;regular;kro-wee;Wee;;;;Latn;;
2416;gya;Northwest Gbaya;Northwest Gbaya language;regular;alv-gbw;Western Gbaya;;;;Latn;;
2417;gyb;Garus;Garus language;regular;ngf-mad;Madang;;;;Latn;;
2418;gyd;Kayardild;Kayardild language;regular;aus-tnk;Tangkic;;;;Latn;;
2419;gye;Gyem;Gyem language;regular;nic-jer;Jera;;;;Latn;;
2420;gyf;Gungabula;Gungabula language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
2421;gyg;Gbayi;Gbayi language;regular;nic-ngd;Ngbandi;;;;Latn;;
2422;gyi;Gyele;Gyele language;regular;bnt-mnj;Makaa-Njem;;;;Latn;;
2423;gyl;Gayil;Gayil language;regular;omv-aro;Aroid;;;;Latn;;
2424;gym;Ngäbere;Ngäbere language;regular;cba;Chibchan;;;;Latn;;
2425;gyn;Guyanese Creole English;Guyanese Creole English language;regular;crp;creole or pidgin;;;;Latn;;
2426;gyo;Gyalsumdo;Gyalsumdo language;regular;sit-kyk;Kyirong-Kagate;;;;;;
2427;gyr;Guarayu;Guarayu language;regular;tup;Tupian;;;;Latn;;
2428;gyy;Gunya;Gunya language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
2429;gza;Ganza;Ganza language;regular;omv-mao;Mao;;;;Latn;;
2430;gzn;Gane;Gane language;regular;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
2431;ha;Hausa;Hausa language;regular;cdc-wst;West Chadic;sortkey;autodetect;;Latn,Arab;;
2432;haa;Hän;Hän language;regular;ath-nor;North Athabaskan;;;;Latn;Haen,Han,Dawson,Moosehide,Hän-Kutchin,Han-Kutchin;
2433;hab;Hanoi Sign Language;Hanoi Sign Language;regular;sgn;sign;;;;Latn;;
2434;hac;Gurani;Gurani language;regular;ira-zgr;Zaza-Gorani;;;;ku-Arab;Gorani,Avromani,Awroman,Awromani,Hawramani,Hawrami,Hewrami,Hourami,Howrami,Ourami;
2435;had;Hatam;Hatam language;regular;paa-wpa;West Papuan;;;;;;
2436;haf;Haiphong Sign Language;Haiphong Sign Language;regular;sgn;sign;;;;;;
2437;hag;Hanga;Hanga language;regular;nic-dag;Dagbani;;;;Latn;;
2438;hah;Hahon;Hahon language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2439;hai;Haida;Haida language;regular;qfa-iso;isolate;;;;Latn;;
2440;haj;Hajong;Hajong language;regular;qfa-mix;mixed;;;;as-Beng,Latn;;
2441;hak;Hakka;Hakka language;regular;zhx;Sinitic;sortkey;;;Hani,Hant,Hans;;
2442;hal;Halang;Halang language;regular;mkh;Mon-Khmer;;;;;;
2443;ham;Hewa;Hewa language;regular;paa-spk;Sepik;;;;;;
2444;hao;Hakö;Hakö language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2445;hap;Hupla;Hupla language;regular;ngf;Trans-New Guinea;;;;;;
2446;har;Harari;Harari language;regular;sem-eth;Ethiopian Semitic;;;;Ethi;;
2447;has;Haisla;Haisla language;regular;wak;Wakashan;;;;;;
2448;hav;Havu;Havu language;regular;bnt-shh;Shi-Havu;;;;Latn;;
2449;haw;Hawaiian;Hawaiian language;regular;poz-pep;Eastern Polynesian;sortkey;;;Latn;;standard characters
2450;hax;Southern Haida;Southern Haida language;regular;qfa-iso;isolate;;;;;;
2451;hay;Haya;Haya language;regular;bnt-haj;Haya-Jita;;;;;;
2452;hba;Hamba;Hamba language;regular;bnt-tet;Tetela;;;;;;
2453;hbb;Huba;Huba language;regular;cdc-cbm;Central Chadic;;;;;Kilba;
2454;hbn;Heiban;Heiban language;regular;alv-hei;Heiban;;;;;;
2455;hbu;Habu;Habu language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
2456;hca;Andaman Creole Hindi;Andaman Creole Hindi language;regular;crp;creole or pidgin;;;;;;
2457;hch;Huichol;Huichol language;regular;azc;Uto-Aztecan;;;;Latn;;
2458;hdn;Northern Haida;Northern Haida language;regular;qfa-iso;isolate;;;;;;
2459;hds;Honduras Sign Language;Honduras Sign Language;regular;sgn;sign;;;;Latn;Honduran Sign Language;
2460;hdy;Hadiyya;Hadiyya language;regular;cus-hec;Highland East Cushitic;;;;;;
2461;he;Hebrew;Hebrew language;regular;sem-can;Canaanite;;autodetect;;Hebr,Phnx,Brai;;
2462;hea;Northern Qiandong Miao;Northern Qiandong Miao language;regular;hmn;Hmong;;;;;Black Miao;
2463;hed;Herdé;Herdé language;regular;cdc-mas;Masa;;;;;;
2464;heg;Helong;Helong language;regular;poz-tim;Timoric;;;;Latn;;
2465;heh;Hehe;Hehe language;regular;bnt-bki;Bena-Kinga;;;;Latn;;
2466;hei;Heiltsuk;Heiltsuk language;regular;wak;Wakashan;;;;;;
2467;hem;Hemba;Hemba language;regular;bnt-lbn;Luban;;;;;;
2468;hgm;Haiǁom;Haiǁom language;regular;khi-khk;Khoekhoe;;;;Latn;;
2469;hgw;Haigwai;Haigwai language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2470;hhi;Hoia Hoia;Hoia Hoia language;regular;ngf;Trans-New Guinea;;;;;;
2471;hhr;Kerak;Kerak language;regular;alv-jfe;Jola-Felupe;;;;;;
2472;hhy;Hoyahoya;Hoyahoya language;regular;ngf;Trans-New Guinea;;;;;;
2473;hi;Hindi;Hindi language;regular;inc-hnd;Hindustani;;;;Deva,Kthi,Newa;Hindavi;standard characters
2474;hia;Lamang;Lamang language;regular;cdc-cbm;Central Chadic;;;;Latn;;
2475;hib;Hibito;Hibito language;regular;;;;;;;
2476;hid;Hidatsa;Hidatsa language;regular;sio-mor;Missouri River Siouan;;;;Latn;;
2477;hif;Fiji Hindi;Fiji Hindi language;regular;inc-hie;Eastern Hindi;;;;Latn;;
2478;hig;Kamwe;Kamwe language;regular;cdc-cbm;Central Chadic;;;;;Higgi,Higi;
2479;hih;Pamosu;Pamosu language;regular;ngf-mad;Madang;;;;;;
2480;hii;Hinduri;Hinduri language;regular;him;Western Pahari;;;;;;
2481;hij;Hijuk;Hijuk language;regular;bnt-bsa;Basaa;;;;;;
2482;hik;Seit-Kaitetu;Seit-Kaitetu language;regular;poz-cma;Central Maluku;;;;;;
2483;hil;Hiligaynon;Hiligaynon language;regular;phi;Philippine;sortkey;autodetect;;Latn;;standard characters
2484;hio;Tshwa;Tshwa language;regular;khi-kal;Kalahari Khoe;;;;;Tsoa,Kua,Cua,Hiechware,Cirecire,Cire-cire,Cire-Cire,Cire Cire;
2485;hir;Himarimã;Himarimã language;regular;;;;;;;
2486;hit;Hittite;Hittite language;regular;ine-ana;Anatolian;;;;Xsux;;
2487;hiw;Hiw;Hiw language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
2488;hix;Hixkaryana;Hixkaryana language;regular;sai-prk;Parukotoan;;;;Latn;Hixkaryána;
2489;hji;Haji;Haji language;regular;poz-mly;Malayic;;;;;;
2490;hka;Kahe;Kahe language;regular;bnt-chg;Chaga;;;;Latn;;
2491;hke;Hunde;Hunde language;regular;bnt-shh;Shi-Havu;;;;Latn;;
2492;hkk;Hunjara-Kaina Ke;Hunjara-Kaina Ke language;regular;ngf;Trans-New Guinea;;;;;;
2493;hkn;Mel-Khaonh;Mel-Khaonh language;regular;mkh-ban;Bahnaric;;;;;Mel,Khaonh;
2494;hks;Hong Kong Sign Language;Hong Kong Sign Language;regular;sgn;sign;;;;;;
2495;hla;Halia;Halia language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2496;hlb;Halbi;Halbi language;regular;inc-eas;Eastern Indo-Aryan;;;;Deva,Orya;;
2497;hld;Halang Doan;Halang Doan language;regular;mkh-ban;Bahnaric;;;;;Duan,Doan;
2498;hle;Hlersu;Hlersu language;regular;tbq-lol;Loloish;;;;;Sansu;
2499;hlt;Nga La;Nga La language;regular;tbq-kuk;Kukish;;;;;Matu Chin,Matu;
2500;hma;Southern Mashan Hmong;Southern Mashan Hmong language;regular;hmn;Hmong;;;;Latn;Southern Mashan Miao;
2501;hmb;Humburi Senni;Humburi Senni language;regular;son;Songhay;;;;;Central Songhay;
2502;hmc;Central Huishui Hmong;Central Huishui Hmong language;regular;hmn;Hmong;;;;;Central Huishui Miao;
2503;hmd;A-Hmao;A-Hmao language;regular;hmn;Hmong;;;;Latn,Plrd;A Hmao,Big Flowery Miao,Large Flowery Miao;
